Account,date,daily_pnl,trade_count,avg_trade_size,sentiment_value,sentiment_class,win_rate,buy_sell_ratio
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-28,0.0,10,6154.678,72.0,Greed,0.0,inf
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-12,3699.7573,3,7958.3667,62.0,Greed,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-13,0.0,1,0.22,61.0,Greed,0.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-14,8019.163,1,63734.69,48.0,Neutral,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,0.0,1,63727.4,28.0,Fear,0.0,inf
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,562.19434,19,3383.6501,30.0,Fear,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,0.0,21,3060.3452,34.0,Fear,0.0,20.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,110.55336,19,3388.2874,18.0,Extreme Fear,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,0.0,6,10728.526,39.0,Fear,0.0,5.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,3593.9893,27,2517.1997,43.0,Fear,1.0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,0.0,1,0.69,45.0,Neutral,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,0.0,45,10673.926,72.0,Greed,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1762.46,10,6750.81,83.0,Extreme Greed,1.0,inf
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,27.63736,20,3976.063,87.0,Extreme Greed,0.55,0.1111111111111111
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,0.0,44,3081.5212,81.0,Extreme Greed,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,2229.5212,4,4987.015,75.0,Extreme Greed,1.0,inf
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,12082.949,2,13593.75,70.0,Greed,1.0,inf
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,0.0,7,4312.5015,73.0,Greed,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,0.0,12,2966.789,70.0,Greed,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,0.0,2,48455.0,70.0,Greed,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,0.0,30,1508.392,75.0,Extreme Greed,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,0.0,5,10322.714,44.0,Fear,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,0.0,12,2078.9285,48.0,Neutral,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,11894.0625,11,5318.464,28.0,Fear,1.0,inf
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,9461.082,61,2446.7424,24.0,Extreme Fear,0.04918032786885246,0.05172413793103448
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,16017.256,8,1201.78,27.0,Fear,1.0,inf
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,74293.664,25,3134.3726,46.0,Neutral,1.0,inf
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,63015.977,5,22996.97,34.0,Fear,1.0,4.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,0.0,58,5839.155,32.0,Fear,0.0,0.5675675675675675
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,0.0,11,9047.907,46.0,Neutral,0.0,0.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,8720.984,11,4002.4443,39.0,Fear,1.0,inf
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,0.0,20,2436.6824,66.0,Greed,0.0,inf
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,0.0,68,753.8511,72.0,Greed,0.0,inf
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,0.0,3,7722.797,64.0,Greed,0.0,inf
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,57478.453,8,21188.469,60.0,Greed,1.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,88084.99,229,1072.2595,71.0,Greed,1.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,0.0,2,0.33499998,69.0,Greed,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,0.0,1,0.94,68.0,Greed,0.0,0.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,0.0,1,0.12,48.0,Neutral,0.0,0.0
